22898	7kjr	2.08	0.7
2763	3j81	4.0	0.065
2764	3j80	3.75	0.065
2773	4uy8	3.8	0.9
2981	5a0q	3.5	3.2
3047	3jam	3.46	0.1
3133	5ady	4.5	1.4
3218	5flm	3.4	0.07
3222	5flu	3.8	1.0
3295	5ftj	2.3	0.0375
3296	5ftk	2.4	0.0328
3297	5ftl	3.3	0.0179
3298	5ftm	3.2	0.0183
3299	5ftn	3.3	0.0199
3446	5m5w	3.8	0.03
3447	5m5x	4.0	0.03
3448	5m5y	4.0	0.03
3460	5mbv	3.8	0.035
3593	5n61	3.4	0.065
3601	5n8o	3.9	0.065
3652	5nik	3.3	0.07
3695	5nsr	3.8	0.008
3727	5oa1	4.4	0.01
3743	5o3t	3.4	0.03
3746	5o4u	4.2	0.0344
3748	5o5j	3.45	0.1
3824	5ojs	3.7	0.04
4062	5ljv	3.64	0.155
4071	5ll6	3.9	0.038
4073	5lmn	3.55	0.09
4074	5lmo	4.3	0.05
4076	5lmq	4.2	0.075
4079	5lmt	4.15	0.08
4080	5lmu	4.0	0.1
4147	5m3f	3.8	0.045
4148	5m3m	4.0	0.04
5623	3j9i	3.3	0.25
5830	3j63	3.8	2.0
5925	3j6j	3.64	0.3
5995	3j7h	3.2	0.0224
6057	3j7z	3.9	0.003
6310	3j9x	3.8	0.14
6324	3ja7	3.6	0.016
6337	5a22	3.8	1.2
6404	3jb7	4.0	0.2
6455	5an8	3.8	0.032
6488	3jby	3.7	0.04
6526	3jcl	4.0	0.07
6534	3jc6	3.7	0.02
6564	3jcm	3.52	0.023
6565	3jcm	3.49	0.0222
6566	3jcm	3.46	0.0233
6567	3jcm	3.61	0.0215
6568	3jcm	3.7	0.0169
6569	3jcm	3.77	0.011
6570	3jcm	3.77	0.013
6573	3jcm	3.6	0.0189
6617	3jcu	3.2	0.1
6630	3jcz	3.26	0.02
6631	3jd0	3.47	0.015
6632	3jd3	3.6	0.02
6633	3jd4	3.4	0.02
6635	3jd2	3.3	0.02
6656	5h3o	3.5	0.0426
6675	5wq7	3.04	0.022
6676	5wq8	3.26	0.02
6679	5wrg	4.3	0.03
6699	5x0x	3.97	0.0274
6703	5x58	3.2	0.0456
6704	5x59	3.7	0.0615
6705	5x5b	3.7	0.0407
6706	5x5c	4.1	0.0618
6707	5x5f	4.2	0.0595
6710	5x8r	3.7	0.05
6711	5x8t	3.3	0.09
6732	5xlr	3.8	0.06
6747	5xon	3.83	0.0666
6771	5xtb	3.4	0.0516
6772	5xtc	3.7	0.0677
6774	5xte	3.4	0.0783
6777	5xwy	3.2	0.02
6780	5xxu	3.35	0.03
6788	5xyi	3.35	0.036
6790	5xyu	3.45	0.0446
7018	6aye	4.06	0.1
7019	6ayf	3.62	0.293
7048	6b44	2.9	2.6
7049	6b45	3.5	2.9
7050	6b46	3.1	3.71
7051	6b47	3.2	0.07
7052	6b48	3.6	2.7
8003	5gag	3.8	0.032
8004	5gah	3.8	0.05
8013	5gao	4.2	0.02
8015	5gaq	3.1	0.07
8118	5irz	3.28	4.0
8119	5is0	3.43	4.5
8124	5it9	3.8	0.1
8136	5iyb	3.9	0.01
8137	5iyc	3.9	0.01
8138	5iyd	3.9	0.01
8188	5jzw	4.46	0.125
8240	5kel	4.3	0.025
8354	5t4d	3.0	0.05
8399	5tcq	3.6	0.08
8469	5tv4	4.2	0.045
8477	5u07	3.8	0.07
8478	5u0a	3.3	0.07
8608	5uvn	3.96	0.055
8641	5v7q	3.7	0.06
8643	5v8l	4.3	0.03
8713	5vn3	3.7	0.07
8717	5vn8	3.6	0.08
8732	5vt0	3.78	0.014
8744	5vy8	5.6	0.0194
8767	5w5f	3.4	0.0163
8771	5w5y	3.8	0.04
8776	5w66	3.9	0.04
8783	5w9h	4.0	0.015
8784	5w9i	3.6	0.015
8790	5w9o	4.5	0.015
8795	5wc3	3.5	0.045
8820	5wel	4.4	0.026
8823	5weo	4.2	0.04
8827	5wfe	3.64	0.8
8860	5wln	3.57	0.176
9513	5gjv	3.6	0.044
9535	5gqh	4.5	0.06
