15089	8a1u	2.86	0.0205
15230	8a8e	2.9	0.0709
15452	8ahx	3.11	0.08
15475	8aja	2.59	0.27
15649	8atg	2.9	0.0106
15687	8avy	2.9	0.2
15691	8aw5	2.8	0.0488
15789	8b0n	2.67	0.26
15791	8b0p	2.86	0.22
15825	8b3d	2.6	0.00912
15931	8b9g	2.86	0.0951
15932	8b9i	2.95	0.0411
15966	8bcm	2.15	0.498
15969	8bcv	2.2	0.04
15970	8bcw	2.11	0.053
15981	8bdc	2.65	0.6
16005	8bej	3.24	0.0808
16041	8bgw	2.2	0.015
16050	8bha	2.67	0.105
16051	8bhb	2.54	0.11
16055	8bhi	2.67	0.121
16058	8bhk	3.3	0.0302
16060	8bhm	2.95	0.775
16063	8bho	2.93	0.245
16066	8bhq	3.3	0.0323
16067	8bhr	3.38	0.0334
16068	8bhs	3.24	0.256
16092	8bk8	2.9	0.03
16093	8bk9	2.1	0.02
16094	8bka	2.7	0.01
16095	8bkb	2.2	0.015
16100	8bl2	2.3	0.019
16106	8blc	2.7	0.019
16110	8blo	2.9	0.7
16112	8blp	2.6	0.9
16118	8bmd	2.8	0.0217
16124	8bms	2.6	0.6
16140	8bob	2.94	0.015
16328	8bym	3.15	0.1
16332	8bys	3.28	0.241
16333	8byt	2.78	0.179
16355	8c06	2.7	0.0101
16379	8c1p	2.9	0.01
16380	8c1q	2.82	0.014
16390	8c2h	2.64	0.012
16391	8c2i	2.7	0.014
16433	8c54	2.52	0.04
16475	8c8g	2.98	0.124
16513	8c9x	2.3	0.0049
16520	8ca7	2.06	0.02
16521	8ca9	2.29	0.032
16524	8cad	2.85	0.02
16531	8can	1.93	0.04
16534	8cau	3.4	0.00248
16598	8ce4	2.7	0.0045
16644	8cgi	1.89	0.0178
16665	8ci1	2.8	0.00279
16888	8oi8	2.28	0.038
16889	8oid	2.3	0.0375
16890	8oie	2.35	0.4
16963	8olu	2.59	0.1
17107	8oq7	2.2	0.008
17108	8oq8	2.9	0.005
17110	8oqa	2.9	0.005
17129	8orm	1.9	0.011
17251	8ox0	2.52	0.004
17252	8ox1	2.7	0.0023
17257	8ox5	2.9	6.61
17258	8ox6	2.39	6.5
17259	8ox7	2.56	3.8
17260	8ox8	2.98	3.5
17261	8ox9	2.72	3.0
17262	8oxa	2.76	4.1
17263	8oxb	2.99	5.5
17264	8oxc	2.58	5.5
17267	8oxp	2.6	0.06
17268	8oxq	2.5	0.08
17287	8oyi	2.19	0.197
17360	8p2c	2.59	0.165
17369	8p2l	2.68	0.16
17389	8p3p	2.5	0.035
17392	8p3q	2.95	0.2
17393	8p3s	2.95	0.2
17402	8p49	2.79	0.05
17429	8p4x	2.57	1.75
17508	8p6v	1.9	0.0096
17511	8p6y	1.9	0.0095
17574	8p97	2.75	0.163
17575	8p98	2.97	0.113
17583	8pbb	2.49	0.3
17586	8pbl	2.87	0.00102
17599	8pd3	3.3	0.056
17602	8pd7	3.4	0.061
17607	8pd9	3.6	0.04
17622	8pdv	3.26	0.043
17655	8pg0	2.97	0.005
17669	8pho	2.34	0.015
17756	8pm2	2.92	0.13
17759	8pmd	2.95	0.0181
